UID,Friends,Followee,Like Records,Groups
47,"[3, 6, 8, 13, 15, 19, 22, 23, 25, 27, 30, 31, 34, 35, 36, 39, 40, 45, 72, 69, 77, 96, 73, 84, 17, 37, 70, 23, 46, 2, 1, 93, 91, 0, 24, 5, 63, 98, 33, 9, 90, 43, 87, 27, 62, 88, 54, 61, 78, 20, 56, 74, 92, 14, 48, 19, 42, 6, 94, 59, 22, 83, 21, 89, 53, 79, 86, 68, 60, 41, 16, 18, 35, 99, 15, 34, 8, 29, 67, 45, 66, 81, 7, 25, 30, 82, 85, 58, 4, 75, 71, 32, 13, 3, 50, 47, 47, 51, 31, 49, 57, 10, 80, 28, 11, 40, 38, 97, 36, 55, 44, 65, 64, 12, 26, 76, 51, 54, 56, 57, 58, 59, 60, 61, 62, 64, 66, 68, 71, 74, 76, 77, 80, 82, 83, 84, 85, 87, 93, 95, 97, 98, 99]","[59, 76, 80, 57, 99, 15, 91, 31, 62, 51, 27, 47, 77, 21, 38, 20, 97, 89, 33, 12, 84, 41, 48, 39, 52, 72, 11, 18, 16, 98, 53, 60, 55]","['(93,79)', '(8,2)', '(54,92)', '(64,82)', '(3,95)', '(41,86)', '(16,3)', '(25,52)', '(33,55)', '(83,70)', '(37,45)', '(51,18)', '(11,42)', '(16,50)', '(12,94)', '(27,69)', '(44,12)', '(56,19)', '(70,55)', '(16,10)', '(100,92)', '(79,87)', '(52,53)', '(54,41)', '(2,93)', '(13,37)', '(65,87)', '(0,34)', '(10,15)', '(23,27)', '(43,3)', '(2,36)', '(69,59)', '(11,7)', '(92,69)', '(18,65)', '(72,13)', '(70,96)', '(28,45)', '(65,46)', '(63,13)', '(88,22)', '(69,45)', '(6,50)', '(55,62)', '(81,31)', '(20,87)', '(80,27)', '(91,6)', '(13,6)', '(15,84)', '(21,7)', '(79,21)', '(20,24)', '(96,20)', '(51,35)', '(22,60)', '(30,48)', '(2,95)', '(28,36)', '(13,4)', '(84,18)', '(56,95)', '(36,21)', '(61,81)', '(100,31)', '(73,32)', '(13,16)', '(26,62)', '(58,29)', '(62,44)', '(14,67)', '(89,67)', '(93,53)', '(91,89)', '(43,77)', '(44,43)', '(86,50)', '(12,49)', '(13,54)', '(73,81)', '(53,5)', '(24,28)', '(59,0)', '(3,42)', '(75,26)', '(66,53)', '(61,74)', '(64,79)', '(88,11)', '(75,44)', '(39,42)', '(97,40)', '(91,93)', '(24,37)', '(73,59)', '(67,35)', '(42,49)', '(10,3)']","[1, 0, 1, 0, 1]"
48,"[0, 1, 3, 5, 6, 7, 8, 10, 12, 15, 16, 19, 21, 23, 25, 26, 27, 28, 31, 32, 36, 39, 40, 46, 47, 30, 93, 26, 48, 48, 73, 4, 27, 35, 51, 87, 28, 3, 84, 44, 49, 82, 13, 32, 78, 75, 64, 81, 24, 23, 60, 6, 94, 66, 71, 31, 70, 88, 40, 18, 98, 56, 46, 25, 51, 53, 54, 55, 57, 58, 59, 60, 62, 65, 68, 71, 72, 74, 76, 77, 78, 80, 82, 83, 85, 87, 91, 93, 99]","[20, 46]","['(82,21)', '(55,60)', '(98,26)', '(91,35)', '(17,8)', '(21,12)', '(62,72)', '(15,89)', '(50,7)', '(79,69)', '(21,18)', '(20,72)', '(45,48)', '(52,25)', '(2,96)', '(92,3)', '(0,4)', '(65,69)', '(88,62)', '(34,20)', '(83,39)', '(88,87)', '(7,25)', '(52,34)', '(16,22)', '(4,30)', '(84,93)', '(40,18)', '(39,95)', '(53,76)', '(50,74)', '(34,88)', '(3,66)', '(8,19)', '(59,35)', '(14,72)', '(63,23)', '(81,40)', '(32,46)', '(47,52)']","[0, 1, 1, 1, 1]"
49,"[0, 1, 3, 5, 6, 7, 8, 9, 11, 14, 15, 19, 22, 23, 25, 26, 27, 28, 32, 33, 35, 36, 39, 45, 46, 47, 48, 40, 7, 67, 54, 41, 85, 91, 96, 95, 83, 26, 33, 50, 51, 54, 57, 59, 60, 62, 64, 65, 68, 69, 71, 74, 76, 77, 78, 80, 82, 84, 85, 87, 97, 98, 99]","[48, 77, 43, 58, 36, 10, 18, 65, 3, 89, 21, 73, 95, 79, 23, 76, 94, 68, 31, 40, 35, 64, 78, 82, 98, 42, 38, 19, 20, 53, 34, 11, 47, 75, 85, 16, 90, 88, 41, 33, 54, 87, 46, 55, 81, 80, 59, 1, 44, 0, 71, 52, 51, 37, 7, 83, 24, 66, 99, 74, 49, 25, 45, 12, 13, 60, 57, 15, 96, 27, 39, 86, 8, 72, 6, 93, 69, 29, 91, 14, 63, 30, 17, 97, 2]","['(41,13)', '(71,77)', '(80,68)', '(24,20)', '(94,90)', '(72,62)', '(87,21)', '(15,18)', '(79,36)', '(67,11)', '(72,60)', '(42,59)', '(39,5)', '(95,86)', '(59,56)', '(55,71)', '(25,2)', '(68,97)', '(69,10)', '(24,36)', '(46,94)', '(100,55)', '(88,4)', '(23,43)', '(42,99)', '(80,23)', '(3,87)', '(54,50)', '(73,75)', '(48,81)', '(66,4)', '(25,91)', '(40,12)', '(2,58)', '(59,57)', '(77,87)', '(64,54)', '(61,1)', '(72,51)', '(11,25)', '(7,9)', '(47,82)', '(89,44)', '(74,33)', '(65,56)']","[1, 1, 1, 0, 1]"
50,"[3, 5, 6, 7, 8, 11, 14, 19, 20, 21, 22, 23, 27, 29, 31, 32, 34, 36, 39, 45, 46, 47, 52, 58, 46, 24, 84, 49, 74, 20, 38, 23, 62, 82, 9, 10, 83, 16, 68, 73, 27, 87, 67, 22, 86, 51, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 65, 68, 69, 71, 74, 75, 80, 82, 83, 85, 86, 95, 97, 99]","[60, 82, 34, 63, 20, 61, 42, 26, 37, 1, 88, 96, 12, 41, 43, 79, 59, 85, 80, 30, 58, 81, 98, 51, 97, 47, 68, 18, 62, 7, 10, 4, 56, 72, 94, 39, 36, 64, 83, 11, 27, 29, 9, 93, 54, 14, 57, 87, 90, 15, 25, 77, 17, 99, 40, 31]","['(61,47)', '(23,86)', '(65,9)', '(1,87)', '(87,31)', '(52,10)', '(98,13)', '(2,18)', '(67,22)', '(86,54)', '(91,91)', '(1,56)', '(80,97)', '(38,15)', '(54,19)', '(68,12)']","[1, 0, 0, 1, 0]"
51,"[0, 3, 5, 6, 8, 14, 15, 19, 21, 22, 23, 25, 26, 28, 29, 30, 33, 36, 39, 43, 45, 47, 48, 62, 22, 4, 86, 16, 45, 83, 93, 29, 80, 0, 25, 7, 95, 64, 18, 15, 79, 37, 60, 17, 78, 96, 87, 58, 47, 35, 54, 65, 28, 70, 75, 56, 59, 71, 40, 38, 97, 6, 88, 61, 33, 8, 66, 46, 85, 34, 9, 67, 21, 2, 69, 98, 82, 68, 14, 94, 10, 72, 76, 73, 49, 48, 26, 11, 42, 31, 90, 13, 51, 51, 24, 41, 43, 36, 53, 32, 92, 30, 5, 1, 77, 3, 50, 39, 91, 55, 56, 57, 59, 60, 64, 66, 68, 71, 74, 80, 82, 83, 95, 97, 98]","[19, 29, 87, 96, 31, 72, 61, 38, 23, 16, 75, 8, 3, 51, 14, 80, 94, 40, 22, 68, 18, 21, 82, 1, 69, 77, 74, 85, 27, 32, 53, 52, 0, 9, 2, 73, 67, 81, 64, 36, 70, 44, 28, 20, 57, 63, 25, 86, 50, 41, 5, 48, 37, 95, 90, 65, 98, 99, 4, 12, 83, 46, 59, 56, 10, 97, 62, 13, 93, 17, 24, 42, 66, 54, 6, 49, 78, 88, 92, 45, 30, 91, 39, 55]","['(14,1)', '(0,84)', '(98,19)', '(13,11)', '(96,86)', '(39,83)', '(90,84)', '(73,78)', '(3,27)', '(23,6)', '(96,30)', '(99,59)', '(4,33)', '(86,46)', '(21,55)', '(67,10)', '(76,20)', '(79,90)', '(67,89)', '(99,94)', '(11,3)', '(94,76)', '(17,27)', '(78,82)', '(56,11)', '(78,77)', '(84,17)', '(36,0)', '(25,7)', '(78,94)', '(55,57)', '(71,98)', '(38,40)', '(85,93)', '(34,55)', '(90,42)', '(49,29)', '(15,39)', '(99,87)', '(13,14)', '(12,89)', '(62,33)', '(74,12)', '(5,13)', '(14,2)', '(82,42)', '(69,2)', '(88,23)', '(0,25)', '(54,47)', '(12,25)', '(4,98)', '(11,67)', '(100,26)', '(35,32)', '(86,22)', '(41,19)', '(77,1)', '(95,3)', '(1,49)', '(38,0)', '(52,21)', '(22,38)', '(72,37)', '(56,24)', '(56,31)', '(4,74)', '(14,21)']","[1, 0, 0, 0, 1]"
52,"[3, 5, 6, 9, 12, 13, 16, 19, 21, 22, 23, 26, 27, 29, 32, 36, 39, 40, 42, 43, 50, 55, 28, 34, 94, 0, 27, 97, 64, 16, 25, 3, 2, 83, 93, 29, 54, 55, 56, 57, 58, 59, 60, 68, 71, 74, 77, 78, 79, 80, 82, 83, 86, 91, 93, 94, 95, 97, 99]","[97, 20, 17, 89, 80, 4, 40, 94, 10, 73, 47, 7, 72, 95, 66, 77, 5, 31, 45, 57, 12, 87, 24, 21, 53, 78, 60, 93, 86, 74, 36, 19, 49, 44, 52, 85, 83, 54, 0]","['(5,76)', '(13,1)', '(84,89)', '(31,21)', '(92,13)', '(89,70)', '(26,100)', '(97,46)', '(25,44)', '(61,60)', '(86,38)', '(3,56)', '(16,87)', '(84,42)', '(34,24)', '(18,90)', '(97,95)', '(99,77)', '(28,14)', '(54,21)', '(1,57)', '(98,6)', '(92,30)', '(61,35)', '(86,94)', '(7,95)', '(100,87)', '(13,61)', '(33,66)', '(95,98)', '(47,100)', '(26,53)', '(31,43)', '(100,9)', '(46,31)', '(56,87)', '(61,43)', '(40,72)', '(91,100)', '(14,95)', '(16,63)', '(85,13)', '(4,71)', '(85,81)']","[1, 1, 1, 1, 1]"
53,"[3, 5, 6, 12, 15, 16, 19, 21, 25, 26, 28, 29, 31, 32, 35, 36, 39, 40, 46, 47, 51, 0, 40, 5, 58, 91, 62, 46, 31, 19, 50, 28, 61, 32, 24, 70, 85, 16, 48, 38, 3, 92, 71, 98, 88, 57, 11, 77, 84, 64, 9, 10, 54, 55, 57, 59, 60, 62, 64, 65, 66, 68, 71, 74, 75, 78, 80, 82, 83, 89, 97, 98, 99]","[50, 53, 44, 75, 4, 42, 80, 83, 14, 26, 58, 61, 70, 57, 41, 72, 6, 17, 78, 51, 92, 52, 25, 34, 69, 95, 21, 63, 84, 66, 40, 22, 96, 45, 20, 82, 18, 68, 59, 90, 48, 56, 54, 30, 29, 3, 49, 47, 23, 38, 98, 36, 32, 5, 19, 55, 85, 46, 31, 7, 89, 88, 27, 10, 73, 12, 64]","['(20,61)', '(55,28)', '(52,97)', '(26,40)', '(35,6)', '(76,40)', '(50,9)', '(19,1)', '(46,83)', '(65,60)', '(71,87)', '(12,84)', '(16,74)', '(66,75)', '(8,69)', '(18,5)', '(87,100)', '(25,10)', '(96,10)', '(38,21)', '(21,15)', '(52,17)', '(61,14)', '(69,84)', '(70,77)', '(49,24)', '(98,62)', '(45,94)', '(17,55)', '(71,34)', '(12,57)', '(80,55)', '(52,79)', '(89,81)', '(99,15)', '(8,49)', '(79,14)', '(47,43)', '(78,51)', '(85,88)', '(62,19)', '(78,22)', '(45,35)', '(16,67)', '(62,67)', '(47,72)', '(80,10)', '(93,4)', '(13,82)', '(61,9)', '(94,33)', '(5,47)', '(85,92)', '(82,83)', '(38,28)', '(51,72)', '(83,33)', '(27,62)', '(63,47)', '(82,41)', '(20,70)']","[0, 1, 0, 1, 1]"
54,"[0, 2, 3, 5, 6, 8, 11, 12, 13, 15, 19, 22, 23, 25, 27, 28, 29, 32, 35, 36, 39, 42, 44, 45, 46, 47, 49, 51, 13, 10, 40, 6, 52, 93, 81, 72, 61, 55, 84, 66, 37, 17, 67, 2, 88, 56, 36, 22, 64, 94, 12, 73, 47, 5, 99, 34, 74, 60, 42, 16, 89, 14, 18, 19, 90, 23, 58, 50, 75, 15, 30, 43, 49, 20, 44, 62, 27, 92, 26, 87, 70, 82, 96, 91, 77, 95, 28, 79, 85, 59, 25, 35, 97, 8, 46, 80, 65, 98, 48, 3, 54, 54, 1, 33, 31, 7, 4, 21, 53, 55, 56, 57, 58, 59, 60, 61, 62, 64, 68, 69, 71, 74, 75, 79, 80, 82, 83, 85, 87, 95, 96, 97, 99]","[49, 12, 1, 23, 52, 33, 22, 85, 30, 69, 62, 70, 21, 5, 90, 44, 16, 18, 84, 57, 55, 7, 40, 91, 64, 98, 24, 27, 81, 47, 37, 46, 2, 95, 61, 4, 89, 31, 6, 58, 63, 45, 73, 93, 13, 8, 80, 42, 59, 0, 38, 72, 76, 11, 65, 56, 29, 60, 86, 78]","['(30,48)', '(23,74)', '(35,42)', '(94,90)', '(94,12)', '(66,62)', '(61,63)', '(72,19)', '(45,39)', '(92,88)', '(5,50)', '(6,53)', '(88,53)', '(41,65)', '(45,41)', '(71,61)', '(39,46)', '(18,8)', '(43,96)', '(33,13)', '(31,74)', '(57,29)', '(31,73)', '(63,15)', '(5,12)', '(87,34)']","[0, 0, 0, 1, 1]"
55,"[0, 1, 3, 5, 6, 7, 14, 15, 19, 21, 23, 24, 27, 30, 31, 33, 36, 39, 43, 44, 45, 47, 52, 54, 3, 54, 38, 10, 83, 40, 13, 81, 33, 45, 28, 63, 55, 55, 26, 44, 90, 36, 62, 20, 16, 7, 50, 89, 92, 6, 91, 73, 57, 17, 84, 82, 21, 34, 59, 65, 39, 95, 53, 76, 25, 68, 97, 12, 93, 66, 74, 88, 14, 0, 9, 86, 51, 78, 18, 43, 48, 70, 56, 94, 80, 85, 1, 2, 24, 98, 32, 46, 15, 30, 99, 52, 87, 61, 8, 96, 35, 11, 57, 58, 59, 60, 62, 64, 66, 68, 71, 73, 74, 78, 80, 82, 83, 85, 86, 87, 93, 95, 97, 99]","[93, 87, 16, 52, 21, 27, 97, 45, 58, 56, 65, 30, 79, 5, 73, 17, 94, 28, 13, 57, 19, 60, 54, 46, 90, 24, 25, 34, 78, 61, 72, 11, 40, 20, 48, 2, 59, 29, 10, 74, 44, 95, 42, 36, 53, 92, 1, 99, 51, 38, 89, 6, 82, 23, 83, 35, 39, 15, 63, 33, 32, 43, 69, 76, 0, 80]","['(66,65)', '(58,63)', '(24,92)', '(56,35)', '(55,98)', '(4,96)', '(93,2)', '(32,88)', '(18,24)', '(23,44)', '(7,96)', '(22,94)', '(73,3)', '(43,5)', '(97,91)', '(49,74)', '(64,26)', '(76,3)', '(17,89)', '(56,62)', '(1,66)', '(18,86)', '(91,53)', '(54,27)', '(74,42)', '(81,66)', '(86,0)', '(36,0)', '(38,14)', '(5,22)', '(11,100)', '(5,79)', '(34,54)', '(39,86)', '(6,64)', '(18,30)', '(54,19)', '(34,100)', '(47,89)', '(97,90)', '(51,83)', '(43,13)', '(16,52)', '(4,39)', '(74,53)', '(63,57)', '(82,89)', '(25,26)', '(83,71)', '(6,77)', '(36,55)', '(46,46)', '(14,54)', '(54,76)', '(72,24)', '(35,56)', '(42,82)', '(29,80)', '(52,39)', '(11,98)', '(79,66)', '(53,77)', '(15,77)', '(27,96)', '(30,61)', '(95,52)', '(62,69)', '(38,28)', '(57,5)', '(4,11)', '(91,83)', '(66,23)', '(27,77)', '(79,92)', '(49,75)', '(53,68)']","[1, 0, 1, 1, 0]"
56,"[0, 3, 5, 8, 11, 14, 15, 19, 21, 22, 23, 27, 29, 30, 31, 34, 36, 37, 39, 40, 47, 48, 51, 54, 55, 12, 85, 56, 56, 50, 52, 38, 36, 22, 78, 51, 88, 16, 23, 95, 43, 14, 31, 84, 47, 66, 93, 37, 68, 94, 86, 8, 71, 61, 90, 96, 54, 28, 6, 73, 91, 69, 4, 65, 83, 5, 57, 58, 59, 60, 64, 68, 71, 75, 76, 77, 79, 80, 82, 85, 90, 93, 97, 98, 99]","[6, 74, 56, 38, 39, 71, 94, 53, 36, 26, 84, 62, 60, 77, 4, 22, 69, 65, 52, 92]","['(82,75)', '(10,83)', '(3,64)', '(48,19)', '(16,73)', '(23,74)', '(87,73)', '(64,78)', '(48,24)', '(68,24)', '(71,60)', '(59,46)', '(51,50)', '(57,52)', '(83,62)', '(25,3)', '(83,41)', '(18,80)', '(49,41)', '(28,12)', '(14,57)', '(16,72)', '(100,30)', '(16,86)', '(70,22)', '(56,94)', '(55,49)', '(32,51)', '(74,58)', '(45,54)', '(76,99)', '(36,80)', '(6,40)', '(82,14)', '(48,85)', '(3,17)', '(55,23)', '(29,8)', '(23,59)', '(15,84)', '(7,67)', '(27,23)', '(54,87)', '(25,50)', '(2,20)', '(10,8)', '(89,85)', '(84,10)', '(8,36)', '(28,56)', '(71,30)', '(34,36)']","[1, 1, 1, 0, 1]"
57,"[0, 1, 3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16, 18, 19, 22, 23, 25, 26, 27, 28, 29, 31, 33, 35, 36, 40, 43, 46, 47, 53, 55, 76, 62, 23, 2, 18, 10, 32, 53, 8, 91, 7, 43, 14, 64, 87, 20, 89, 68, 51, 41, 44, 86, 92, 61, 30, 82, 79, 55, 38, 75, 9, 99, 29, 22, 54, 1, 71, 27, 19, 39, 52, 60, 24, 48, 33, 28, 46, 50, 16, 37, 4, 58, 98, 69, 47, 49, 11, 94, 56, 40, 80, 36, 65, 67, 59, 42, 26, 73, 21, 17, 93, 63, 0, 12, 31, 83, 5, 81, 72, 97, 35, 78, 66, 95, 77, 3, 13, 25, 15, 85, 88, 84, 90, 45, 6, 59, 60, 61, 62, 64, 65, 66, 67, 68, 71, 72, 73, 74, 77, 78, 80, 82, 86, 87, 89, 91, 93, 97, 98, 99]","[98, 79, 8, 97, 90, 13, 82, 52, 85, 15, 29, 91, 83, 71, 26, 99, 69, 63, 10, 89, 67, 33, 32, 25, 75, 11, 56, 30, 54, 43, 92, 16, 74, 55, 36, 17, 68, 41, 65, 35, 31, 6, 84, 49, 57, 39, 45, 59, 58, 61, 19, 37, 46, 88, 64, 48, 40]","['(44,90)', '(82,73)', '(35,81)', '(85,84)', '(29,90)', '(74,87)', '(8,31)', '(71,48)', '(52,43)', '(25,32)', '(40,44)', '(38,63)', '(39,45)', '(40,13)', '(20,51)', '(31,47)', '(90,35)', '(96,7)', '(74,45)', '(27,69)', '(57,73)', '(73,65)', '(95,25)', '(4,78)', '(66,14)', '(66,71)', '(81,90)', '(54,34)', '(84,100)', '(97,4)', '(97,27)', '(50,65)', '(42,96)', '(89,14)', '(73,91)', '(76,7)', '(38,7)', '(8,83)', '(4,56)', '(12,54)', '(50,75)', '(89,93)', '(81,54)', '(32,42)', '(8,77)', '(21,40)', '(1,64)', '(51,50)', '(66,8)', '(83,66)', '(37,29)', '(67,2)', '(68,8)', '(79,46)', '(94,55)', '(17,74)', '(69,42)', '(77,49)', '(99,46)', '(21,45)', '(60,89)', '(42,86)', '(43,41)', '(85,75)', '(35,10)', '(43,88)', '(14,69)', '(97,19)', '(14,93)', '(1,53)', '(91,51)', '(95,2)', '(6,38)', '(53,66)', '(0,73)', '(61,48)', '(0,28)', '(15,7)', '(55,56)', '(38,0)', '(7,9)', '(24,93)', '(82,62)', '(30,85)', '(87,26)', '(33,14)']","[1, 1, 0, 1, 1]"
58,"[1, 2, 3, 6, 8, 12, 14, 15, 16, 19, 21, 23, 25, 26, 28, 29, 31, 36, 37, 39, 40, 46, 47, 50, 51, 53, 54, 57, 74, 24, 32, 3, 77, 76, 71, 33, 40, 9, 1, 52, 27, 43, 60, 96, 56, 59, 55, 79, 70, 95, 87, 90, 48, 17, 47, 0, 18, 93, 29, 21, 26, 97, 23, 73, 84, 39, 11, 81, 16, 42, 83, 54, 85, 13, 12, 69, 34, 8, 88, 5, 22, 82, 37, 63, 75, 92, 91, 80, 15, 10, 86, 50, 59, 60, 61, 64, 68, 69, 70, 71, 74, 75, 76, 80, 82, 87, 88, 90, 95, 97, 99]","[72, 87, 36, 18, 47, 33, 7, 99, 45]","['(91,40)', '(0,35)', '(37,53)', '(73,61)', '(15,76)', '(90,34)', '(29,97)', '(97,70)', '(83,46)', '(7,61)', '(1,44)', '(90,90)', '(50,54)', '(86,29)', '(42,67)', '(52,57)', '(87,73)', '(12,41)', '(9,36)', '(31,9)', '(3,84)', '(97,85)', '(45,81)', '(26,15)', '(13,14)', '(68,90)', '(62,63)', '(78,70)', '(57,89)', '(78,45)', '(45,36)', '(41,88)', '(18,85)', '(87,0)', '(88,54)', '(11,24)', '(27,45)', '(78,38)', '(42,65)', '(32,30)', '(91,58)', '(35,61)', '(84,79)', '(60,72)', '(55,31)', '(72,90)', '(56,94)', '(97,44)', '(20,16)', '(97,2)', '(50,45)', '(55,51)', '(74,80)', '(21,61)', '(99,94)', '(69,13)', '(50,29)', '(93,39)', '(99,83)', '(80,29)', '(47,33)', '(51,10)', '(67,17)', '(3,83)', '(39,96)', '(53,1)', '(34,76)', '(16,91)', '(95,70)', '(77,68)', '(5,62)', '(64,54)', '(11,37)', '(59,35)', '(38,28)', '(76,93)', '(48,63)']","[1, 1, 0, 1, 0]"
59,"[2, 3, 5, 6, 15, 16, 19, 20, 23, 25, 27, 29, 30, 32, 36, 39, 43, 45, 46, 47, 51, 54, 55, 57, 58, 71, 97, 0, 94, 44, 61, 95, 51, 65, 78, 57, 60, 66, 85, 23, 73, 56, 92, 9, 93, 63, 98, 67, 96, 41, 38, 81, 86, 83, 43, 59, 59, 15, 45, 58, 80, 75, 12, 31, 26, 1, 25, 10, 32, 52, 27, 3, 36, 68, 2, 74, 6, 84, 35, 30, 34, 49, 76, 8, 70, 18, 87, 28, 40, 39, 72, 11, 55, 54, 5, 88, 20, 46, 16, 48, 53, 17, 50, 89, 91, 29, 7, 37, 64, 19, 62, 22, 24, 99, 42, 13, 82, 47, 79, 14, 90, 77, 60, 64, 66, 68, 69, 71, 72, 73, 74, 75, 80, 82, 85, 86, 87, 88, 90, 93, 95, 97]","[24, 28]","['(44,66)', '(86,98)', '(14,97)', '(94,90)', '(89,47)', '(47,76)', '(23,12)', '(74,9)', '(28,29)', '(26,8)', '(87,99)', '(40,11)']","[0, 0, 1, 0, 1]"
60,"[1, 3, 5, 8, 10, 14, 15, 19, 21, 23, 25, 26, 27, 28, 32, 36, 37, 40, 46, 47, 48, 51, 54, 57, 58, 59, 23, 83, 46, 57, 38, 71, 80, 63, 94, 56, 59, 67, 11, 15, 10, 20, 78, 40, 53, 29, 86, 13, 31, 26, 54, 37, 48, 17, 6, 4, 99, 76, 30, 34, 0, 64, 3, 74, 55, 51, 50, 58, 62, 18, 8, 2, 95, 41, 97, 66, 75, 52, 12, 27, 39, 28, 84, 89, 47, 77, 43, 96, 61, 36, 68, 25, 98, 72, 92, 9, 45, 82, 93, 85, 49, 79, 91, 16, 88, 14, 1, 44, 70, 60, 60, 5, 81, 21, 32, 87, 69, 22, 73, 19, 33, 64, 65, 66, 68, 71, 73, 74, 75, 76, 78, 80, 82, 83, 85, 87, 88, 93, 95, 97]","[48, 1, 35, 77, 82, 94, 43, 55, 34, 71, 89, 8, 90, 4, 26, 44, 13, 18, 67, 3, 86, 58, 98, 10, 28, 49, 95, 31, 38, 27, 99, 59, 23, 21, 64, 76, 47, 91, 81, 62, 19, 78, 36, 30, 2, 72, 16, 22, 54, 32, 39, 75, 68, 5, 7, 87, 20, 41, 29, 24, 6, 74, 53, 14, 80, 52, 92, 65, 12, 37, 73, 42, 0, 11, 66, 15, 96, 97, 63, 40, 17, 50, 56, 85]","['(85,75)', '(96,86)', '(11,81)', '(52,70)', '(64,30)', '(44,67)', '(24,63)', '(78,48)', '(97,6)', '(17,9)', '(97,53)', '(77,76)', '(35,31)', '(89,14)', '(20,42)', '(73,7)', '(77,2)', '(28,39)', '(10,11)', '(64,12)', '(14,68)', '(44,54)', '(55,100)', '(37,85)', '(50,99)', '(44,28)', '(73,8)', '(31,7)']","[0, 0, 1, 0, 0]"
61,"[0, 1, 3, 6, 8, 9, 10, 13, 14, 15, 16, 19, 21, 22, 23, 25, 26, 27, 33, 36, 44, 45, 46, 47, 51, 53, 54, 55, 56, 57, 59, 60, 22, 81, 44, 83, 4, 78, 25, 54, 42, 47, 13, 93, 17, 91, 15, 74, 88, 71, 77, 95, 1, 84, 90, 27, 58, 64, 12, 62, 87, 99, 19, 36, 57, 11, 62, 66, 68, 71, 72, 75, 76, 77, 79, 80, 81, 82, 85, 86, 87, 88, 90, 95, 97, 99]","[92, 69, 85, 39, 70, 81, 11, 68, 34, 75, 90, 27, 1, 32, 38, 57, 29, 4, 97, 55, 79, 2, 82, 15, 80, 49, 19, 98, 72, 48, 21, 13, 51, 77, 42, 31, 8, 62, 54, 89, 94, 9, 76, 56, 5, 43]","['(85,75)', '(12,78)', '(42,54)', '(52,95)', '(13,88)', '(58,8)', '(82,11)', '(83,45)', '(99,89)', '(35,79)', '(60,42)', '(43,68)', '(75,33)', '(92,21)', '(7,76)', '(60,31)', '(84,54)', '(41,65)', '(10,0)', '(9,4)', '(44,11)', '(19,63)', '(51,11)', '(63,76)', '(33,59)', '(50,1)', '(44,30)', '(4,51)', '(50,43)', '(12,16)', '(38,52)', '(8,70)', '(82,58)', '(97,25)', '(11,64)', '(12,0)', '(34,40)', '(95,87)', '(54,82)', '(58,78)', '(18,79)', '(79,33)']","[0, 1, 1, 0, 0]"
62,"[3, 5, 6, 8, 9, 14, 15, 16, 19, 21, 22, 23, 25, 26, 27, 32, 36, 39, 40, 46, 47, 50, 51, 53, 54, 55, 57, 59, 60, 61, 65, 39, 37, 13, 49, 28, 38, 15, 53, 44, 79, 48, 29, 17, 81, 32, 54, 34, 66, 40, 47, 84, 57, 61, 7, 50, 85, 23, 55, 42, 36, 68, 82, 93, 88, 75, 97, 6, 94, 83, 64, 65, 66, 68, 71, 74, 75, 77, 79, 80, 81, 82, 83, 84, 87, 89, 92, 95, 97, 99]","[80, 27, 46, 9, 33, 55, 28, 34, 56, 98, 15, 2, 31, 86, 38, 64, 57, 94, 0, 90, 37, 50, 73, 45, 40, 88, 53, 77, 68, 18, 47, 1, 59, 96, 12, 29, 61, 7, 5, 67, 30, 83, 66, 4, 21, 24, 76, 87, 10, 71, 22, 69, 74, 97, 62, 48, 72, 17, 26, 32, 75, 52, 63, 3, 8, 44, 78, 60]","['(71,46)', '(86,7)', '(81,47)', '(5,93)', '(100,94)', '(45,13)', '(96,92)', '(20,53)', '(8,50)', '(20,35)', '(21,85)', '(5,5)', '(56,99)', '(35,68)', '(65,60)', '(8,63)', '(18,32)', '(23,70)', '(84,41)', '(45,72)', '(5,61)', '(90,95)', '(75,18)', '(55,38)', '(28,17)', '(59,63)', '(17,71)', '(80,41)', '(89,14)', '(63,81)', '(90,0)', '(20,2)', '(86,82)', '(10,52)', '(11,10)', '(17,67)', '(57,3)', '(81,39)', '(72,25)', '(49,87)', '(37,8)', '(77,58)', '(21,17)', '(94,37)', '(34,74)', '(76,36)', '(38,68)', '(31,40)', '(99,47)', '(5,20)', '(77,78)', '(97,81)', '(62,92)', '(94,49)', '(19,53)', '(31,12)', '(64,43)', '(70,63)', '(65,14)', '(61,20)', '(22,98)', '(15,44)', '(66,67)', '(41,91)', '(36,20)', '(23,58)', '(99,60)', '(71,86)', '(17,15)']","[0, 1, 0, 0, 1]"
